արի,иди,Уроки 16-20,,
սեր,"любовь, пенка",Уроки 16-20,LL-Q8785_(hye)-Vahagn_Petrosyan-սեր.wav.ogg,
հավաքել,"собирать, убирать",Уроки 16-20,,
տետր,тетрадь,Уроки 16-20,,
տվել,отдал,Уроки 16-20,,
վերցրել,взял,Уроки 16-20,,
վերցնել,взять,Уроки 16-20,,
բանալի,ключ,Уроки 16-20,,
բացել,открыть,Уроки 16-20,,
նեղանալ,обижаться,Уроки 16-20,,
իմանալ,узнать,Уроки 16-20,,
ուշանալ,опаздывать,Уроки 16-20,,
գնացք,поезд,Уроки 16-20,LL-Q8785_(hye)-Vahagn_Petrosyan-գնացք.wav.ogg,
մաղթել,желать (кому-то),Уроки 16-20,,
ցանկանալ,желать (себе или кому-то),Уроки 16-20,,
երջանկություն,счастье,Уроки 16-20,LL-Q8785_(hye)-Vahagn_Petrosyan-երջանկություն.wav.mp3,
ամենայն բարիք,всего самого наилучшего,Уроки 16-20,,
բարիք,добро,Уроки 16-20,,
համբույր,поцелуй,Уроки 16-20,LL-Q8785_(hye)-Vahagn_Petrosyan-համբույր.wav.ogg,
զրուցել,беседовать,Уроки 16-20,,
գործ,"дело, работа",Уроки 16-20,,
հետաքրքիր,интересный,Уроки 16-20,,
արշավ,поход,Уроки 16-20,,
ոստիկան,полицейский,Уроки 16-20,LL-Q8785_(hye)-Vahagn_Petrosyan-ոստիկան.wav.ogg,
ոստիկանություն,полиция,Уроки 16-20,LL-Q8785_(hye)-Vahagn_Petrosyan-ոստիկանություն.wav.ogg,
ու վերջ,и всё,Уроки 16-20,,
ումով,кем,Уроки 16-20,,
ինչով,чем,Уроки 16-20,,
գրիչ,ручка,Уроки 16-20,,
մատիտ,карандаш,Уроки 16-20,LL-Q8785_(hye)-Vahagn_Petrosyan-մատիտ.wav.ogg,
հաճույք,удовольствие,Уроки 16-20,,
հաճույքով,с удовольствием,Уроки 16-20,,
ժամանակ,время,Уроки 16-20,,
հպարտանալ,гордиться,Уроки 16-20,,
հիանալ,восхищаться,Уроки 16-20,,
պարզ,"ясный, понятный",Уроки 16-20,,
տանձ,груша,Уроки 16-20,LL-Q8785_(hye)-Vahagn_Petrosyan-տանձ.wav.ogg,
ինչպես,как,Уроки 16-20,,
ոտք,нога,Уроки 16-20,,
ոտքով,пешком,Уроки 16-20,,
ընտանիքի անդամ,член семьи,Уроки 16-20,,
ծնող,родитель,Уроки 16-20,LL-Q8785_(hye)-Vahagn_Petrosyan-ծնող.wav.ogg,
երեխա,ребёнок,Уроки 16-20,LL-Q8785_(hye)-Vahagn_Petrosyan-երեխա.wav.ogg,
տատիկ,бабушка,Уроки 16-20,,
պապիկ,дедушка,Уроки 16-20,,
բարեկամ,"близкий друг, родственник",Уроки 16-20,,
հորեղբայր,дядя со стороны папы,Уроки 16-20,LL-Q8785_(hye)-Vahagn_Petrosyan-հորեղբայր.wav.ogg,
մորեղբայր,дядя со стороны мамы,Уроки 16-20,,
հորաքույր,тётя со стороны папы,Уроки 16-20,LL-Q8785_(hye)-Vahagn_Petrosyan-հորաքույր.wav.ogg,
մորաքույր,тётя со стороны мамы,Уроки 16-20,LL-Q8785_(hye)-Vahagn_Petrosyan-մորաքույր.wav.ogg,
զարմիկ,племянник,Уроки 16-20,,
զարմուհի,племянница,Уроки 16-20,,
դուռ,дверь,Уроки 16-20,,
մեծ,большой,Уроки 16-20,,
փոքր,маленький,Уроки 16-20,LL-Q8785_(hye)-Vahagn_Petrosyan-փոքր.wav.ogg,
հարազատ,родной,Уроки 16-20,,
ամուսնացած,женат / замужем,Уроки 16-20,,
ծուխ,дым,Уроки 16-20,LL-Q8785_(hye)-Vahagn_Petrosyan-ծուխ.wav.ogg,
ծխել,курить,Уроки 16-20,,
ավանակ,осёл,Уроки 16-20,,
քար,камень,Уроки 16-20,,
բու,сова,Уроки 16-20,,
աթոռ,стул,Уроки 16-20,,
լիճ,озеро,Уроки 16-20,LL-Q8785_(hye)-Vahagn_Petrosyan-լիճ.wav.ogg,
գետ,река,Уроки 16-20,,
աղջիկ,"девочка, девушка, дочь",Уроки 16-20,,
աման,"тарелка, сосуд",Уроки 16-20,,
բարձ,подушка,Уроки 16-20,,
մեղու,пчела,Уроки 16-20,LL-Q8785_(hye)-Vahagn_Petrosyan-մեղու.wav.ogg,
մի քանի ամիսը մեկ,раз в несколько месяцев,Уроки 16-20,,
մինչև,до,Уроки 16-20,,
սովորականի պես,по-прежнему,Уроки 16-20,,
տոնածառ,рождественская ёлка,Уроки 16-20,,
մնալ,оставаться,Уроки 16-20,,
տղամարդ,мужчина,Уроки 16-20,LL-Q8785_(hye)-Vahagn_Petrosyan-տղամարդ.wav.mp3,
տղամարդիկ,мужчины,Уроки 16-20,,
կանայք,женщины,Уроки 16-20,,
մարդիկ,люди,Уроки 16-20,,
մատ,палец,Уроки 16-20,,
թոռ,внук,Уроки 16-20,,
մկնիկ,мышка,Уроки 16-20,,
մատանի,кольцо,Уроки 16-20,,
ինչի,"чего, зачем",Уроки 16-20,,
առաքել,"отправлять, доставлять",Уроки 16-20,,
սոված,голодный,Уроки 16-20,,
բնակարան,квартира,Уроки 16-20,,
նախասենյակ,прихожая,Уроки 16-20,,
լոգարան,ванная комната,Уроки 16-20,LL-Q8785_(hye)-Yevgenya_Shamshyan_(Vahagn_Petrosyan)-լոգարան.wav.ogg,
լոգասենյակ,ванная комната,Уроки 16-20,,
ննջարան,спальня,Уроки 16-20,,
ննջասենյակ,спальня,Уроки 16-20,,
պատշգամբ,"балкон, веранда",Уроки 16-20,LL-Q8785_(hye)-Vahagn_Petrosyan-պատշգամբ.wav.ogg,
խոհանոց,кухня,Уроки 16-20,,
բաց,открытый,Уроки 16-20,,
փակ,закрытый,Уроки 16-20,,
ննջել,спать,Уроки 16-20,,
այգեգործ,садовник,Уроки 16-20,,
ծաղիկ,цветок,Уроки 21-25,,
մի քիչ,немного,Уроки 21-25,,
արթնանալ,просыпаться,Уроки 21-25,,
շենք,здание,Уроки 21-25,,
հարկ,этаж,Уроки 21-25,,
լուսամուտ,окно,Уроки 21-25,,
պատուհան,окно,Уроки 21-25,,
սեղան,стол,Уроки 21-25,,
բազմոց,диван,Уроки 21-25,,
բազկաթոռ,кресло,Уроки 21-25,,
հայելի,зеркало,Уроки 21-25,,
մահճակալ,кровать,Уроки 21-25,,
պահարան,шкаф,Уроки 21-25,,
դարակ,полка,Уроки 21-25,,
սառնարան,холодильник,Уроки 21-25,,
գազօջախ,газовая плита,Уроки 21-25,,
սալօջախ,электрическая плита,Уроки 21-25,,
լվացքի մեքենա,стиральная машина,Уроки 21-25,,
լվացարան,умывальник,Уроки 21-25,,
մուտք,"вход, въезд",Уроки 21-25,,
բազուկ,"рука, свёкла",Уроки 21-25,,
հեռուստացույց,телевизор,Уроки 21-25,,
մարդաշատ,многолюдный,Уроки 21-25,,
անվանել,называть,Уроки 21-25,,
կառուցել,строить,Уроки 21-25,,
տարազ,костюм,Уроки 21-25,,
սազել,одеваться,Уроки 21-25,,
դեսպանատուն,посольство,Уроки 21-25,,
անձնագիր,паспорт,Уроки 21-25,,
ստանալ,получить,Уроки 21-25,,
ներկայացում,представление,Уроки 21-25,,
բարձ,подушка,Уроки 21-25,,
վերմակ,одеяло,Уроки 21-25,,
գորգ,ковёр,Уроки 21-25,,
մի քանի,несколько,Уроки 21-25,,
սրբիչ,полотенце,Уроки 21-25,,
դժվար,"трудный, тяжёлый",Уроки 21-25,,
երկիր,страна / земной шар,Уроки 21-25,,
աշխարհ,"мир, земной шар",Уроки 21-25,,
պետություն,государство,Уроки 21-25,,
ազգ,нация,Уроки 21-25,,
ազգություն,национальность,Уроки 21-25,,
մշակույթ,культура,Уроки 21-25,,
հանրապետություն,республика,Уроки 21-25,,
անուն,имя,Уроки 21-25,,
ազգանուն,фамилия,Уроки 21-25,,
հայրանուն,отчество,Уроки 21-25,,
քաղաքացի,гражданин,Уроки 21-25,,
քաղաքացիություն,гражданство,Уроки 21-25,,
օտար,"чужой, иностранный",Уроки 21-25,,
ճամփորդել,путешествовать,Уроки 21-25,,
կարծել,"думать, считать",Уроки 21-25,,
անցած,прошедший,Уроки 21-25,,
սկսել,начать,Уроки 21-25,,
ձյուն,снег,Уроки 21-25,,
հայրենիք,родина,Уроки 21-25,,
Սուրբ Ծնունդ,Рождество,Уроки 21-25,,
Ամանոր,Новый Год,Уроки 21-25,,
Ձմեռ պապ,Дед Мороз,Уроки 21-25,,
ձնեմարդ,снеговик,Уроки 21-25,,
հագուստ,одежда,Уроки 21-25,,
սառել,"замёрзнуть, простудиться",Уроки 21-25,,
մրսել,"замёрзнуть, простудиться",Уроки 21-25,,
սահնակ,сани,Уроки 21-25,,
արձակուրդ,"отпуск, каникулы",Уроки 21-25,,
զարդարել,украсить,Уроки 21-25,,
նվեր,подарок,Уроки 21-25,,
պետք,"нужда, нужный",Уроки 21-25,,
Ձյունանուշ,Снегурочка,Уроки 21-25,,
եղնիկ,"олень, лань",Уроки 21-25,,
կապ,связь,Уроки 21-25,,
մորուք,борода,Уроки 21-25,,
բերել,приносить,Уроки 21-25,,
աչք,"глаз, зрение",Уроки 21-25,,
կյանք,жизнь,Уроки 21-25,,
աստված,бог,Уроки 21-25,,
իրար,друг другу,Уроки 21-25,,
ուտեստ,блюдо,Уроки 21-25,,
կենաց,тост,Уроки 21-25,,
հին,старый,Уроки 21-25,,
բարձրացնել,поднять,Уроки 21-25,,
իսկական,настоящий,Уроки 21-25,,
նվիրել,дарить,Уроки 21-25,,
պատվեր,заказ,Уроки 21-25,,
պատվիրել,заказать,Уроки 21-25,,
ամրագրել,забронировать,Уроки 21-25,,
հաշիվ,счёт,Уроки 21-25,,
կարելի,возможный,Уроки 21-25,,
ներել,прощать,Уроки 21-25,,
հանգիստ,"покой, спокойный",Уроки 21-25,,
թողնել,"оставить, отпустить",Уроки 21-25,,
կարևոր,важный,Уроки 21-25,,
եթե,если,Уроки 21-25,,
մենակ,"одинокий, в одиночку",Уроки 21-25,,
հեռու,далеко,Уроки 21-25,,
քիչ,мало,Уроки 21-25,,
առողջարար,полезный для здоровья,Уроки 21-25,,
հետևել,следить,Уроки 21-25,,
լինել,быть,Уроки 21-25,,
և սա և դա,и то и другое,Уроки 21-25,,
գավաթ,бокал,Уроки 21-25,,
նստել,"сидеть, садиться",Уроки 21-25,,
միանալ,присоединяться,Уроки 21-25,,
ընտրել,выбрать,Уроки 21-25,,
մատաղ,жертвоприношение,Уроки 21-25,,
բոյ,рост,Уроки 21-25,,
թեյավճար,чаевые,Уроки 21-25,,
թույն,"яд, супер (разг.)",Уроки 21-25,,
անուշ,сладкий,Уроки 26-30,,
քաղցր,сладкий,Уроки 26-30,,
անուշ լինի,"на здоровье, приятного аппетита",Уроки 26-30,,
բարի ախորժակ,приятного аппетита,Уроки 26-30,,
ախորժակ,аппетит,Уроки 26-30,,
ուղարկել,отправить,Уроки 26-30,,
տոնավաճառ,ярмарка,Уроки 26-30,,
գլխավոր,главный,Уроки 26-30,,
գլուխ,голова,Уроки 26-30,,
մատուցող,официант,Уроки 26-30,,
դիմաց,перед,Уроки 26-30,,
ճանապարհ,дорога,Уроки 26-30,,
գոռալ,кричать,Уроки 26-30,,
չէ որ,ведь,Уроки 26-30,,
այնքան,столько,Уроки 26-30,,
գեղեցիկ,красивый,Уроки 26-30,,
թիթեռ,бабочка,Уроки 26-30,,
բալ,вишня,Уроки 26-30,,
բալիկ,деточка,Уроки 26-30,,
ծերություն,старость,Уроки 26-30,,
կորցնել,терять,Уроки 26-30,,
քուն,сон (процесс),Уроки 26-30,,
երազ,сон (сновидение),Уроки 26-30,,
խեղճ,"жалкий, бедный",Уроки 26-30,,
միթե,неужели,Уроки 26-30,,
ծերուկ,старик,Уроки 26-30,,
շուրջ,вокруг,Уроки 26-30,,
կախվել,виснуть,Уроки 26-30,,
հայտնվել,появляться,Уроки 26-30,,
գտնել,найти,Уроки 26-30,,
վաճառել,продавать,Уроки 26-30,,
մասամբ,частично,Уроки 26-30,,
երկար,"длинный, долгий",Уроки 26-30,,
մի հատ էլ,ещё одно,Уроки 26-30,,
երկուսս էլ,мы оба,Уроки 26-30,,
ձեզ էլ,вам тоже,Уроки 26-30,,
մի անգամ էլ,ещё раз,Уроки 26-30,,
համ էլ,"также, заодно",Уроки 26-30,,
լավ էլի,"хватит, перестань",Уроки 26-30,,
բողոքել,жаловаться,Уроки 26-30,,
երևում է,кажется,Уроки 26-30,,
երևալ,"виднеться, казаться",Уроки 26-30,,
ավելի,более,Уроки 26-30,,
կորչել,"пропадать, теряться",Уроки 26-30,,
հասցնել,поспевать,Уроки 26-30,,
փնտրել,искать,Уроки 26-30,,
ընտիր,"отборный, супер (разг.)",Уроки 26-30,,
սխալ,ошибка,Уроки 26-30,,
մեկնել,уехать,Уроки 26-30,,
համեմատել,сравнивать,Уроки 26-30,,
ցույց տալ,показывать,Уроки 26-30,,
օրացույց,календарь,Уроки 26-30,,
հեռուստացույց,телевизор,Уроки 26-30,,
կողմնացույց,компас,Уроки 26-30,,
մտապահել,запоминать,Уроки 26-30,,
վայրկյան,секунда,Уроки 26-30,,
ակնթարթ,"мгновение, миг",Уроки 26-30,,
վաղը չէ մյուս օրը,послезавтра,Уроки 26-30,,
երեկ չէ առաջին օրը,позавчера,Уроки 26-30,,
անց,после,Уроки 26-30,,
պակաս,без,Уроки 26-30,,
ութոտնուկ,осьминог,Уроки 26-30,,
անցնել,проходить,Уроки 26-30,,
վարսահարդար,парикмахер,Уроки 26-30,,
վարսավիրանոց,парикмахерская,Уроки 26-30,,
ռիսկ անել,"решиться, рискнуть",Уроки 26-30,,
խորհուրդ տալ,рекомендовать,Уроки 26-30,,
ցերեկ,день,Уроки 26-30,,
կենսագրություն,биография,Уроки 26-30,,
ծնվել,родиться,Уроки 26-30,,
ընդունվել,поступить (в университет),Уроки 26-30,,
ավարտել,окончить,Уроки 26-30,,
այժմ,в настоящее время,Уроки 26-30,,
դասավանդել,преподавать,Уроки 26-30,,
հիշել,помнить,Уроки 26-30,,
թանկ,дорогой,Уроки 26-30,,
սակայն,"но, однако",Уроки 26-30,,
նորից,вновь,Уроки 26-30,,
տեղափոխվել,"перемещаться, переселяться",Уроки 26-30,,
ուրիշ,другой,Уроки 26-30,,
թվականին,в году,Уроки 26-30,,
թվականից,с года,Уроки 26-30,,
մեկուկես,полтора,Уроки 31-35,,
գործիչ,деятель,Уроки 31-35,,
գործարան,завод,Уроки 31-35,,
պաղպաղակ,мороженое,Уроки 31-35,,
պետական,государственный,Уроки 31-35,,
գրականություն,литература,Уроки 31-35,,
թարգմանություն,перевод,Уроки 31-35,,
գին,цена,Уроки 31-35,,
արժեք,стоимость,Уроки 31-35,,
էժան,дешёвый,Уроки 31-35,,
մատչելի,"доступный, дешёвый",Уроки 31-35,,
զեղչ,скидка,Уроки 31-35,,
առնել,"взять, купить",Уроки 31-35,,
շուկա,рынок,Уроки 31-35,,
տնտեսություն,хозяйство / экономика,Уроки 31-35,,
բա ոնց,а как же,Уроки 31-35,,
քանի,сколько (исчисляемое),Уроки 31-35,,
քանակ,количество,Уроки 31-35,,
ինչքան,сколько (неисчисляемое),Уроки 31-35,,
հանկարծ,вдруг,Уроки 31-35,,
միանգամից,сразу,Уроки 31-35,,
վերջապես,наконец,Уроки 31-35,,
կանգառ,остановка (транспорта),Уроки 31-35,,
կանգ,"остановка, приостановка",Уроки 31-35,,
փորձել,попробовать,Уроки 31-35,,
գործընկեր,коллега,Уроки 31-35,,
միացնել,включить,Уроки 31-35,,
վերջացնել,заканчивать,Уроки 31-35,,
հիշեցնել,напоминать,Уроки 31-35,,
հարցնել,спросить,Уроки 31-35,,
խնդրել,просить,Уроки 31-35,,
պատասխան,ответ,Уроки 31-35,,
երիտասարդ,"молодой, молодой человек",Уроки 31-35,,
պառավ,"старый, старуха",Уроки 31-35,,
գրղեցիկ,красивый (лит.),Уроки 31-35,,
ուժեղ,сильный,Уроки 31-35,,
մաս,часть,Уроки 31-35,,
բարձր,высокий,Уроки 31-35,,
վառ,яркий,Уроки 31-35,,
բարձրահասակ,высокого роста,Уроки 31-35,,
հարմար,удобный,Уроки 31-35,,
խելացի,умный,Уроки 31-35,,
լայն,широкий,Уроки 31-35,,
օրինակ,"пример, экземпляр",Уроки 31-35,,
ստացվել,получаться,Уроки 31-35,,
անցել,пройти,Уроки 31-35,,
հաստատվել,подтверждаться,Уроки 31-35,,
բաց թողնել,"пропустить, упустить, отпустить",Уроки 31-35,,
պարապմունք,занятие,Уроки 31-35,,
տառ,буква,Уроки 31-35,,
լռել,молчать,Уроки 31-35,,
մարզվել,тренироваться,Уроки 31-35,,
հասկանալ,понимать,Уроки 31-35,,
մոռանալ,забыть,Уроки 31-35,,
հստակ,"чёткий, точный",Уроки 36-40,,
ատամնաբույժ,стоматолог,Уроки 36-40,,
բանակ,армия,Уроки 36-40,,
զինված ուժեր,вооружённые силы,Уроки 36-40,,
զինվոր,солдат,Уроки 36-40,,
դրոշ,флаг,Уроки 36-40,,
նշվել ,"отмечаться, праздноваться",Уроки 36-40,,
դեմ չեմ,я не против,Уроки 36-40,,
լուծվող սուրճ,растворимый кофе,Уроки 36-40,,
նույն,"тот же, такой же",Уроки 36-40,,
հագնել,"надевать, носить",Уроки 36-40,,
սառչել,мёрзнуть,Уроки 36-40,,
մտնել,войти,Уроки 36-40,,
մեռնել,умирать,Уроки 36-40,,
խառը,смешанный,Уроки 36-40,,
ավելացնել,добавить,Уроки 36-40,,
զամբյուղ,корзина,Уроки 36-40,,
շոր,"платье, одежда, наряд",Уроки 36-40,,
ընկնել,"упасть, попасть",Уроки 36-40,,
հասնել,"достичь, дойти",Уроки 36-40,,
հջնել,спуститься,Уроки 36-40,,
ցավ,боль,Уроки 36-40,,
խանդել,ревновать,Уроки 36-40,,
ջան,душа / тело,Уроки 36-40,,
վերարկու,пальто,Уроки 36-40,,
շալվար,штаны,Уроки 36-40,,
գլխարկ,шапка,Уроки 36-40,,
գուլպաներ,носки,Уроки 36-40,,
սվիտեր,свитер,Уроки 36-40,,
շարֆ,шарф,Уроки 36-40,,
կոշիկ,обувь,Уроки 36-40,,
ամբողջ,весь,Уроки 36-40,,
նայած,"смотря, по-разному",Уроки 36-40,,
թիմ,команда,Уроки 36-40,,
ձայն,"звук, голос",Уроки 36-40,,
հետազոտություն,исследование,Уроки 36-40,,
հատկություն,свойство,Уроки 36-40,,
ամեն դեպքում,в любом случае,Уроки 36-40,,
դատարկ,пустой,Уроки 36-40,,
ստամոքս,желудок,Уроки 36-40,,
կատվի կեր,кошачий корм,Уроки 36-40,,
հատկապես,особенно,Уроки 36-40,,
դրսում,"на улице, снаружи",Уроки 36-40,,
հոդված,статья,Уроки 36-40,,
սահնակ,сани,Уроки 36-40,,
դեպք,случай,Уроки 36-40,,
այս դեպքում,в таком случае,Уроки 36-40,,
պայուսակ,сумка,Уроки 36-40,,
արագ,быстро,Уроки 36-40,,
հավաքվել,собираться,Уроки 36-40,,
ցուցակ կազմել,составить список,Уроки 36-40,,
երաժշտություն,музыка,Уроки 36-40,,
որպես,в качестве,Уроки 36-40,,
զարթուցիչ,будильник,Уроки 36-40,,
վեր կենալ,вставать,Уроки 36-40,,
այդպես,так,Уроки 36-40,,
համարյա,почти,Уроки 36-40,,
տոմսարկղ,билетная касса,Уроки 36-40,,
դրամարկղ,касса,Уроки 36-40,,
այլ,"другой, прочий",Уроки 36-40,,
հավատալ,верить,Уроки 36-40,,
միջոցառում,мероприятие,Уроки 36-40,,
ժամանակացույց,расписание,Уроки 36-40,,
վայր,место,Уроки 36-40,,
մոտակա,ближайший,Уроки 36-40,,
դառնալ,"превращаться, становиться",Уроки 36-40,,
պատմել,рассказывать,Уроки 36-40,,
մոռանալ,забывать,Уроки 36-40,,
հարմարվել,"приспосабливаться, привыкать",Уроки 41-45,,
կամաց-կամաց,потихоньку,Уроки 41-45,,
հավաքել,собирать,Уроки 41-45,,
խանգարել,мешать,Уроки 41-45,,
ճամպրուկ,чемодан,Уроки 41-45,,
տեղավորել,помещать,Уроки 41-45,,
խնդիր,"просьба, проблема",Уроки 41-45,,
տան մարդ,домосед,Уроки 41-45,,
դրսի մարդ,"человек, который любит гулять",Уроки 41-45,,
ցածր,"низкий, тихо",Уроки 41-45,,
բարձր,громко,Уроки 41-45,,
չապը,размер,Уроки 41-45,,
ջերմաստիճանը,температура,Уроки 41-45,,
շուշուտ,часто,Уроки 41-45,,
հաճախ,часто,Уроки 41-45,,
վարդակակաչ,тюльпан,Уроки 41-45,,
կակաչ,тюльпан / мак,Уроки 41-45,,
հավելված,приложение,Уроки 41-45,,
անվճար,бесплатный,Уроки 41-45,,
համաձայն,согласный,Уроки 41-45,,
հայտնի,известный,Уроки 41-45,,
հյուրասեր,гостеприимный,Уроки 41-45,,
գառ,ягнёнок,Уроки 41-45,,
հրաշալի,чудесный,Уроки 41-45,,
ընտրանի,отборный,Уроки 41-45,,
մաճառ,новое вино,Уроки 41-45,,
գոլորշի,"пар, дым",Уроки 41-45,,
ընտրություն,выбор,Уроки 41-45,,
մեկ էլ,ещё,Уроки 41-45,,
այդքան,"столько, так много",Уроки 41-45,,
միգուցե,может быть,Уроки 41-45,,
գուցե,может быть,Уроки 41-45,,
չէ՝ չէ,нет так нет,Уроки 41-45,,
զգալ,чувствовать,Уроки 41-45,,
դեմք,лицо,Уроки 41-45,,
մազ,волос,Уроки 41-45,,
վառ,яркий,Уроки 41-45,,
ազդել,влиять,Уроки 41-45,,
արձակուրդ,отпуск,Уроки 41-45,,
նուշ,миндаль,Уроки 41-45,,
նշենի,миндальное дерево,Уроки 41-45,,
վայրի,дикий,Уроки 41-45,,
դաշտային,полевой,Уроки 41-45,,
դաշտ,поле,Уроки 41-45,,
մանուկ,младенец,Уроки 41-45,,
հագնվել,одеваться,Уроки 41-45,,
կոկորդ,горло,Уроки 41-45,,
փոր,живот,Уроки 41-45,,
մեջք,спина,Уроки 41-45,,
ճնշում,давление,Уроки 41-45,,
չափել,измерять,Уроки 41-45,,
առողջ,здоровый,Уроки 41-45,,
ցավել,"болеть, вызывать боль",Уроки 41-45,,
հազալ,кашлять,Уроки 41-45,,
ջերմություն,"температура, жар",Уроки 41-45,,
տաքություն,"температура, жар",Уроки 41-45,,
կռացնել,наклонять,Уроки 41-45,,
բռնվել,"задерживаться, попадаться / заложило, затекло",Уроки 41-45,,
ահավոր,ужасный,Уроки 41-45,,
արդար,"справедливый, честный",Уроки 46-50,,46
խառնել,смешивать,Уроки 46-50,,
առողջանալ,выздоравливать,Уроки 46-50,,
վերնաշապիկ,рубашка,Уроки 46-50,,
ինք,сам,Уроки 46-50,,
ինքս,я сам,Уроки 46-50,,
ինքդ,ты сам,Уроки 46-50,,
ինքը,он сам,Уроки 46-50,,
ինքներս,мы сами,Уроки 46-50,,
ինքներդ,вы сами,Уроки 46-50,,
ինքները,они сами,Уроки 46-50,,
բուժել,лечить,Уроки 46-50,,
բուժվել,лечиться,Уроки 46-50,,
լավանալ,поправляться,Уроки 46-50,,
քսուք,мазь,Уроки 46-50,,
քիթ,нос,Уроки 46-50,,
ականջ,ухо,Уроки 46-50,,
սուր,острый / меч,Уроки 46-50,,
ծակ,отверстие,Уроки 46-50,,
հնարավոր,возможный,Уроки 46-50,,
ձանձրալի,скучный,Уроки 46-50,,
դժգոհ,недовольный,Уроки 46-50,,
գոհ,довольный,Уроки 46-50,,
ակնոց,очки,Уроки 46-50,,
կասկածելի,подозрительный,Уроки 46-50,,
լուրջ,серьёзный,Уроки 46-50,,
ապուշ,дурень,Уроки 46-50,,
զբաղվել,заниматься,Уроки 46-50,,
խաղալիք,игрушка,Уроки 46-50,,
զգույշ,осторожный,Уроки 46-50,,
արձակուրդ,"отпуск, каникулы",Уроки 46-50,,47
վարսակի ալյուր,овсянка,Уроки 46-50,,
ուրախություն,радость,Уроки 46-50,,
տխրություն,грусть,Уроки 46-50,,
զզվանք,отвращение,Уроки 46-50,,
զարմանք,удивление,Уроки 46-50,,
վաղ,страх,Уроки 46-50,,
բարկություն,злость,Уроки 46-50,,
դրական,положительный,Уроки 46-50,,
բացասական,отрицательный,Уроки 46-50,,
ինքնաթիռ,самолёт,Уроки 46-50,,
պահանջել,"требовать, заставлять",Уроки 46-50,,
խոսակցական ակումբ,разговорный клуб,Уроки 46-50,,
լեզուներ,языки,Уроки 46-50,,
ծրագրավորող,программист,Уроки 46-50,,
ծրագիր,программа,Уроки 46-50,,
Ի՞նչ ես աշխատում,Кем ты работаешь?,Уроки 46-50,,
տանը,дома,Уроки 46-50,,
պատ,стена,Уроки 46-50,,
հուշարձան,памятник,Уроки 46-50,,
հուշ,"память, воспоминание",Уроки 46-50,,
արձան,статуя,Уроки 46-50,,
Ազատության արձան,Статуя Свободы,Уроки 46-50,,
մշակույթ,культура,Уроки 46-50,,
գրականություն,литература,Уроки 46-50,,
գրականությամբ,литературой,Уроки 46-50,,
տնակ,домик,Уроки 46-50,,
ավտոտնակ,гараж,Уроки 46-50,,
միզող,мочащийся (используется о статуе),Уроки 46-50,,
հայտնի,известный,Уроки 46-50,,
ինչո՞վ,чем?,Уроки 46-50,,
երկիր,страна,Уроки 46-50,,
եկեղեցի,церковь,Уроки 46-50,,
ժամանակակից,современный,Уроки 46-50,,
Երկուսն էլ,оба,Уроки 46-50,,
ընդհանուր,В целом,Уроки 46-50,,
ոնց միշտ,"как всегда, как обычно",Уроки 46-50,,
քնել,спать,Уроки 46-50,,
զարթնել,просыпаться,Уроки 46-50,,
մինչև,до,Уроки 46-50,,
ժամ,час,Уроки 46-50,,
քայլել,гулять,Уроки 46-50,,
կիրճ,ущелье,Уроки 46-50,,
ձոր,ущелье,Уроки 46-50,,
մենակ,только; один / одна,Уроки 46-50,,
նույն ժամին,в то же время,Уроки 46-50,,
թխվածքաբլիթ,печенье,Уроки 46-50,,
բաղնիք,"баня, ванная",Уроки 46-50,,
բաղնիքդ անուշ,с лёгким паром,Уроки 46-50,,
անուշ,"сладкий, милый",Уроки 46-50,,
անուշահամ գինի,сладкое/приятное на вкус вино,Уроки 46-50,,
արևահամ,солнечный вкус,Уроки 46-50,,
պատմել,рассказать,Уроки 46-50,,
անց,после,Уроки 46-50,,
Մեկ անց կես,час тридцать,Уроки 46-50,,
ունեմ աշխատանքային հանդիպում,у меня рабочая встреча,Уроки 46-50,,
աշխատանքային զանգ,рабочий созвон,Уроки 46-50,,
երեկոյան էլ ունեմ աշխատանքային զանգ,вечером тоже у меня рабочий созвон,Уроки 46-50,,
Գործընկեր,коллега,Уроки 46-50,,
Գործընկերներ,коллеги,Уроки 46-50,,
Ղազախստան,Казахстан,Уроки 46-50,,
Խորվաթիա,Хорватия,Уроки 46-50,,
Ընկերություն,компания / дружба,Уроки 46-50,,
լավանալ,"поправиться, улучшаться",Уроки 51-55,,
հանգստանալ,"отдыхать, успокоиться",Уроки 51-55,,
շիշ,бутылка,Уроки 51-55,,
հաշիվ,счёт,Уроки 51-55,,
դրա համար,поэтому,Уроки 51-55,,
ցերեկը,днём,Уроки 51-55,,
շուտ – ուշ,рано – поздно,Уроки 51-55,,
հավաքել,"собирать, убирать, убираться",Уроки 51-55,,
պառկել,лечь,Уроки 51-55,,
օդանավակայան,аэропорт,Уроки 51-55,,
չվերթ,рейс,Уроки 51-55,,
հերիք է,достаточно,Уроки 51-55,,
սկսել,начать,Уроки 51-55,,
ունեի,у меня было,Уроки 51-55,,
Աստվածաշունչ,Библия,Уроки 51-55,,
մաս,часть,Уроки 51-55,,
սովորական,обычный,Уроки 51-55,,
տոկոս,процент,Уроки 51-55,,
ամբողջ,весь (ամբողջ օրը),Уроки 51-55,,
սարդ,паук,Уроки 51-55,,
սարդոստայն,паутина,Уроки 51-55,,
